"income","height","weight","age","marital","sex","education","afqt"
10000,63,115,51,"married","female",12,52.187
40000,69,170,51,"married","male",12,85.623
51000,60,200,50,"married","female",16,61.486
40000,68,160,50,"single","male",16,NA
38000,64,169,48,"married","female",16,67.619
32000,65,152,48,"divorced","male",12,80.742
18000,63,145,50,"married","female",18,64.089
97651,70,187,48,"single","male",14,29.377
102000,67,175,54,"married","male",14,88.419
0,64,143,53,"married","female",12,22.423
0,70,215,51,"divorced","male",12,5.142
40000,65,140,50,"married","female",12,59.974
46000,75,282,52,"married","male",12,15.656
23000,65,170,55,"married","female",12,63.26
42800,69,248,49,"married","male",12,24.185
23000,66,160,54,"widowed","female",14,34.322
26000,62,165,53,"widowed","female",14,75.484
12000,68,140,51,"married","female",14,33.083
37500,69,172,55,"single","male",12,53.612
12185,65,166,51,"married","female",12,NA
39000,70,230,50,"married","male",12,59.463
75000,64,170,48,"married","female",16,67.772
125000,67,235,52,"married","male",12,44.196
1000,75,276,49,"single","male",12,0.325
7000,63,150,51,"divorced","female",12,35.088
0,67,180,51,"divorced","female",12,13.023
120000,68,156,52,"married","female",16,94.43
99000,71,200,48,"married","male",16,84.088
343830,81,160,50,"married","male",16,87.827
70000,69,238,50,"married","male",16,92.051
32000,74,180,55,"married","male",16,75.4
0,65,155,52,"single","female",19,70.191
38000,62,197,52,"married","female",12,39.888
11300,63,150,52,"married","female",12,86.555
28000,70,185,52,"married","male",12,54.184
0,73,140,47,"married","male",12,6.573
60000,64,150,51,"married","female",16,67.793
48000,62,112,49,"married","female",19,29.83
29800,66,274,52,"married","male",12,72.231
32000,64,153,54,"married","female",12,60.008
343830,72,335,48,"married","male",14,23.959
0,71,190,53,"divorced","male",12,46.161
65000,70,240,52,"divorced","male",16,89.508
0,76,245,53,"divorced","male",13,NA
38000,71,250,51,"married","male",12,NA
0,63,160,53,"married","female",18,93.336
170000,74,170,54,"married","male",20,93.935
10000,68,190,55,"married","female",18,77.209
35000,67,220,49,"married","male",11,2.044
37000,74,375,48,"divorced","male",12,22.171
140000,72,210,50,"divorced","male",12,66.318
57000,70,260,52,"married","male",16,56.852
5310,62,132,49,"married","female",12,78.055
60000,66,165,50,"single","female",20,91.541
343830,72,190,50,"married","male",18,97.36
7523,70,223,50,"single","male",14,85.929
10000,67,170,51,"married","female",17,91.215
72000,72,172,55,"married","male",18,79.655
20000,70,245,48,"married","male",12,56.026
30000,63,175,48,"married","female",13,27.156
64000,71,163,53,"divorced","male",16,94.568
42000,70,168,50,"married","female",16,88.874
2000,67,140,48,"married","male",11,6.945
0,59,140,54,"divorced","female",7,4.867
16000,74,380,53,"married","male",12,68.805
0,73,200,52,"married","male",16,57.501
10000,65,190,49,"divorced","female",14,31.002
29279,64,150,50,"married","female",12,80.403
30000,67,147,49,"married","male",12,14.787
0,66,138,51,"married","female",16,88.199
343830,67,165,49,"married","female",18,39.555
13000,64,140,50,"married","female",12,43.82
0,63,165,55,"married","female",14,33.02
45000,62,190,50,"married","female",12,27.605
75000,70,175,50,"divorced","male",12,43.433
50000,68,205,52,"married","female",12,13.237
0,67,NA,50,"married","female",14,88.381
23000,66,160,48,"married","female",12,89.269
21000,64,240,53,"married","female",12,85.923
54000,67,166,51,"married","female",12,77.334
80000,72,205,55,"married","male",12,59.435
36808,62,140,55,"divorced","female",12,30.985
15000,64,150,55,"married","female",12,38.15
0,64,135,54,"married","female",12,38.187
0,71,165,53,"single","male",12,59.98
67831,70,235,52,"married","male",12,51.661
24000,62,220,49,"single","female",12,63.727
30000,68,250,55,"divorced","female",16,94.93
0,68,250,55,"single","female",18,91.686
28000,63,150,48,"married","male",13,54.815
30000,71,180,54,"divorced","male",12,39.837
53714,71,140,52,"married","male",12,48.513
39540,62,120,50,"married","female",14,56.782
38000,57,145,49,"married","male",12,22.22
0,73,145,50,"widowed","male",9,1.004
50000,70,224,55,"married","male",12,69.551
33906,70,230,54,"married","female",10,7.262
107000,67,140,55,"married","male",16,32.475
47500,70,220,53,"married","male",12,34.695
24000,63,172,51,"divorced","female",12,22.637
70000,65,230,50,"married","female",13,35.591
58800,72,234,54,"married","male",12,89.871
112000,73,250,53,"married","male",12,81.726
29000,64,156,55,"married","female",12,41.532
40000,64,113,55,"married","female",14,48.443
37600,64,192,55,"married","female",12,68.95
20000,65,150,54,"married","female",10,32.761
26000,74,240,54,"married","male",12,37.24
21000,70,205,51,"married","male",14,73.284
45000,74,180,49,"married","male",17,88.668
30000,66,165,54,"married","female",12,80.376
343830,70,185,50,"married","male",20,96.423
0,60,104,54,"widowed","female",12,15.43
125000,73,205,51,"married","male",12,16.465
33000,64,160,55,"married","female",16,60.326
29000,62,127,49,"divorced","female",13,51.624
7000,69,201,54,"married","female",12,23.368
46000,66,170,51,"married","female",16,60.172
0,62,215,48,"married","female",16,84.248
29000,66,165,51,"divorced","female",9,41.508
52000,62,152,52,"divorced","female",18,72.964
38000,69,165,51,"married","male",7,19.922
0,63,140,49,"separated","female",12,15.61
0,65,260,52,"married","female",12,37.305
0,63,155,51,"married","female",12,49.192
0,69,195,55,"married","female",12,11.193
145000,65,190,49,"married","female",16,55.993
42800,66,180,50,"married","female",15,48.488
18000,68,155,49,"married","female",10,9.566
58000,73,270,50,"married","male",12,18.212
36900,62,150,53,"single","female",17,55.103
52000,73,215,50,"married","male",12,71.84
69700,67,214,48,"married","female",12,40.889
40000,69,187,48,"married","male",16,15.355
55000,68,165,51,"married","male",11,35.041
6000,72,220,53,"single","male",16,94.079
60000,70,156,55,"married","male",12,61.172
0,65,320,53,"single","female",12,55.691
47000,75,230,51,"married","male",12,77.202
1360,69,210,50,"separated","female",15,63.751
27000,74,175,49,"single","male",15,90.353
26000,63,265,53,"single","female",12,46.721
17275,64,180,50,"married","female",12,37.209
0,66,185,51,"married","female",16,81.84
50500,66,141,48,"divorced","female",14,53.265
26000,78,250,54,"married","male",12,37.901
10000,65,135,55,"divorced","female",12,63.872
95000,75,330,53,"divorced","male",16,66.343
40000,72,246,49,"married","male",8,2.67
36000,64,145,49,"married","female",14,83.656
100000,68,210,54,"married","male",12,28.73
74200,64,151,49,"married","female",19,64.628
5695,66,250,52,"married","female",12,26.635
55000,72,235,52,"divorced","male",16,88.021
71000,68,220,51,"married","male",14,68.018
50000,69,240,50,"married","male",16,74.954
58000,67,175,51,"married","male",16,25.417
55000,72,270,49,"married","male",14,35.637
64000,71,260,52,"separated","male",12,61.735
3200,63,145,50,"married","female",12,37.546
45000,64,154,55,"married","female",12,10.247
44600,65,130,51,"separated","female",14,41.967
59488,71,167,53,"married","male",12,NA
50018,76,275,48,"married","male",15,72.005
8000,60,138,48,"married","female",8,1.15
40000,72,165,51,"married","male",12,45.257
75000,73,250,52,"married","male",14,49.559
95000,70,235,50,"married","male",14,56.926
35000,73,200,48,"single","male",12,17.457
82000,73,212,50,"divorced","male",18,78.361
45000,65,195,52,"married","female",16,22.95
29000,76,450,54,"married","male",12,32.061
0,71,187,55,"married","male",8,NA
50000,65,135,52,"married","female",12,NA
0,69,161,49,"divorced","male",13,13.425
0,64,210,55,"married","female",12,42.225
60000,66,260,48,"married","female",17,96.691
29000,65,200,52,"single","female",12,36.411
36000,74,275,49,"single","male",16,81.08
23000,63,185,50,"divorced","female",12,26.932
44000,65,150,51,"married","female",14,61.699
35000,70,176,49,"separated","male",14,70.593
0,68,185,50,"divorced","male",12,23.7
60000,69,180,49,"married","male",13,18.385
0,62,161,48,"married","female",12,24.295
38000,69,215,51,"single","female",12,20.545
0,67,180,49,"single","female",12,23.03
0,73,160,48,"single","male",12,17.477
24000,70,235,49,"married","female",14,34.895
26000,60,125,51,"married","female",12,82.989
40000,70,180,52,"married","male",12,49.406
14142,61,143,54,"married","female",14,43.91
65000,74,240,48,"married","male",16,63.184
32000,71,210,50,"married","male",12,56.923
108500,72,225,55,"married","male",16,97.867
12000,65,215,55,"divorced","female",16,89.867
38373,67,208,54,"married","male",16,92.442
80000,70,228,50,"separated","male",12,39.914
250,64,170,48,"married","female",10,17.081
69000,63,153,50,"married","female",12,16.597
19000,72,225,52,"married","male",12,10.061
23000,69,164,53,"married","male",12,36.775
32000,62,160,51,"single","female",12,64.933
55000,65,165,48,"married","female",16,88.797
60000,68,186,48,"married","female",12,44.225
80000,77,235,48,"separated","male",16,46.278
20000,68,178,51,"married","female",16,47.958
0,64,130,53,"married","female",12,51.156
65000,67,180,51,"married","female",18,92.195
130000,68,160,50,"divorced","male",16,97.213
0,63,90,51,"divorced","female",11,7.8
64000,66,180,52,"divorced","female",16,77.208
21000,64,134,53,"single","female",13,78.739
0,64,174,53,"married","female",12,68.218
28000,63,192,49,"widowed","female",10,2.409
0,63,172,49,"married","female",12,9.393
10000,62,170,50,"married","female",10,6.124
0,63,260,52,"widowed","female",11,8.956
0,63,275,49,"single","female",9,10.357
0,62,130,48,"married","female",12,5.171
0,59,140,50,"single","female",13,31.476
0,68,180,49,"single","male",11,0.069
11900,61,174,51,"single","female",14,26.578
5500,63,150,51,"divorced","female",13,16.199
24000,68,180,49,"married","male",12,7.878
45000,68,230,50,"single","male",15,57.599
800,72,300,53,"separated","male",12,42.749
0,66,195,50,"married","female",13,20.49
9000,70,170,48,"single","male",12,5.007
0,67,245,53,"separated","female",10,3.045
0,60,155,50,"single","female",12,23.549
28000,69,250,51,"divorced","male",12,3.375
14000,61,180,53,"married","female",12,21.855
15000,62,163,50,"married","female",12,18.606
68000,66,168,52,"divorced","female",12,58.78
0,68,190,48,"single","male",14,3.021
0,66,160,49,"married","female",8,6.793
35000,62,110,48,"married","female",12,49.501
100000,70,180,48,"married","male",12,62.253
93500,69,190,49,"married","male",16,96.662
45000,68,177,52,"separated","female",15,77.514
0,62,110,55,"married","female",12,9.608
0,60,175,55,"married","female",12,37.632
42000,65,132,52,"separated","female",14,95.913
100000,62,140,55,"married","female",18,72.013
0,61,115,47,"married","female",18,96.655
32000,68,155,52,"married","female",16,92.33
27000,67,145,48,"married","female",16,78.609
0,65,295,49,"married","female",17,93.861
105000,74,215,48,"married","male",16,95.949
170000,68,150,49,"married","female",16,68.092
15000,64,190,54,"married","female",14,39.889
10000,65,130,49,"divorced","female",19,30.73
100000,61,154,53,"divorced","female",16,96.456
58000,64,157,55,"married","female",16,97.706
98200,64,155,52,"married","female",18,86.817
140000,71,240,51,"married","male",16,80.788
35000,70,150,55,"divorced","male",12,38.541
0,71,205,49,"married","male",9,6.098
40000,72,240,50,"married","male",10,11.194
0,72,170,51,"single","male",12,27.015
32000,66,190,49,"married","female",16,31.605
25000,65,170,51,"married","female",11,49.802
58000,68,180,55,"married","male",12,61.328
0,69,180,54,"widowed","female",13,4.263
0,72,157,49,"married","male",15,24.702
0,62,125,51,"married","female",13,41.743
25000,72,140,53,"married","male",12,61.993
1808,61,126,51,"married","female",8,19.582
0,71,230,51,"married","male",NA,18.969
70000,62,140,51,"married","female",12,63.353
75000,69,240,49,"married","male",16,39.111
160000,66,125,51,"separated","female",16,65.301
72000,70,210,51,"married","male",12,28.79
39000,64,280,55,"married","female",16,86.148
51483,72,347,54,"married","male",15,69.687
108000,67,178,50,"single","male",18,97.755
34675,71,212,53,"single","male",14,71.851
35000,66,NA,55,"married","female",12,53.448
28000,71,170,55,"married","male",17,77.766
0,62,116,50,"divorced","female",14,74.637
63000,71,155,51,"married","male",14,78.315
343830,65,140,53,"married","female",19,98.849
65000,68,195,51,"married","male",14,78.245
54000,66,160,51,"married","male",16,51.182
10000,63,143,50,"single","male",12,9.97
0,72,300,49,"divorced","male",10,41.932
800,71,198,56,"divorced","female",15,90.075
21000,66,180,47,"single","female",11,30.014
0,60,200,53,"single","female",9,2.093
38000,74,250,51,"married","male",12,29.414
0,71,187,49,"single","male",10,10.375
28800,73,243,49,"single","male",16,16.861
6000,68,170,52,"single","male",10,12.891
21000,67,190,49,"single","female",11,9.737
20000,62,125,54,"divorced","female",14,7.5
40000,67,179,51,"divorced","female",14,43.07
343830,67,200,50,"divorced","male",10,3.283
25000,66,240,53,"married","female",13,23.533
0,69,177,54,"single","male",NA,9.471
23800,68,226,54,"divorced","female",11,2.055
24000,73,215,50,"married","male",10,42.207
54000,72,204,53,"married","male",16,71.637
63000,62,NA,56,"married","female",12,28.7
73000,68,138,55,"married","female",18,49.737
26700,68,240,54,"single","female",14,58.737
85000,70,220,48,"married","male",16,93.923
0,65,205,55,"separated","female",9,NA
118500,66,150,52,"divorced","female",12,55.494
55000,70,190,48,"married","male",12,71.019
28000,70,195,49,"divorced","male",13,20.582
1000,75,247,50,"married","male",12,73.886
0,72,127,51,"divorced","male",13,47.888
39000,69,236,52,"married","male",15,44.078
0,64,430,50,"married","female",12,45.054
2000,71,205,49,"single","male",12,32.469
87000,66,167,52,"married","male",13,65.8
84000,65,229,51,"married","male",12,57.65
27000,61,145,48,"married","female",14,15.697
35000,67,185,52,"married","male",11,17.534
50000,72,160,54,"divorced","female",12,75.648
0,61,175,51,"divorced","female",12,2.857
0,63,180,50,"divorced","female",12,6.227
42945,66,185,48,"married","male",11,4.622
20800,65,159,53,"divorced","female",12,24.581
4200,62,200,51,"married","female",12,22.029
30000,61,230,50,"married","female",11,83.187
3600,67,200,56,"married","male",12,26.892
13159,67,140,53,"married","female",13,55.438
5000,70,210,53,"divorced","male",11,9.333
0,62,130,52,"divorced","female",18,34.726
0,66,190,52,"married","female",14,5.543
0,65,180,53,"separated","male",11,6.249
0,61,177,54,"married","female",12,42.294
80000,62,140,53,"married","female",12,19.348
35000,62,145,51,"married","female",14,41.414
45526,67,NA,50,"married","female",12,46.715
0,63,140,49,"married","female",12,35.114
74587,73,150,51,"married","male",14,87.508
0,66,150,56,"married","female",12,23.714
45000,62,143,52,"married","female",12,34.796
56000,74,185,50,"divorced","male",9,24.569
16000,64,170,48,"married","female",10,32.849
35000,70,165,53,"married","male",12,37.456
7000,74,195,50,"single","male",12,69.107
0,70,311,54,"married","male",12,40.135
32000,68,287,49,"married","female",12,76.175
25000,71,220,52,"married","male",12,7.627
0,68,220,49,"married","female",13,32.946
25000,73,230,48,"married","male",12,47.464
0,60,120,54,"divorced","female",9,2.515
29000,65,153,49,"married","female",14,78.543
29000,61,180,49,"married","female",13,89.248
75000,64,150,53,"married","female",13,44.875
140000,66,132,51,"divorced","female",14,79.569
105000,71,178,51,"married","male",18,88.511
42000,68,185,49,"married","male",12,68.273
0,63,180,49,"married","female",12,42.222
93600,66,230,54,"married","female",16,45.63
24000,69,200,49,"divorced","male",14,56.491
71000,67,189,48,"divorced","female",16,55.573
0,67,NA,54,"married","male",11,3.106
41000,66,229,54,"married","female",13,48.144
0,68,191,52,"married","female",9,66.195
0,70,120,54,"married","male",12,15.845
16393,64,142,53,"married","female",12,39.399
32000,66,210,53,"married","male",12,57.518
30000,62,211,52,"married","female",12,41.091
25000,66,155,48,"divorced","female",12,37.211
300,67,230,51,"married","female",12,26.828
0,72,272,53,"married","male",12,38.338
40000,70,180,50,"married","female",16,62.172
13800,64,230,53,"married","female",11,32.803
17000,69,155,54,"married","male",20,94.463
40000,66,160,49,"married","male",19,95.56
25000,73,170,50,"divorced","male",11,19.489
343830,77,260,50,"divorced","male",16,90.937
76000,72,205,50,"married","male",12,67.455
0,63,192,48,"married","female",12,38.305
55000,77,235,54,"married","male",14,NA
49000,66,193,48,"married","female",13,97.301
0,61,103,54,"married","female",14,84.254
53000,68,200,50,"married","male",12,74.784
26241,63,120,52,"divorced","female",12,37.129
28000,69,145,50,"married","male",12,69.48
0,67,200,48,"divorced","female",12,75.99
14972,71,200,53,"married","male",9,20.238
23000,66,165,52,"married","female",12,25.665
30000,64,180,55,"widowed","female",12,21.622
0,62,160,50,"divorced","female",13,61.373
0,70,200,51,"single","male",12,28.136
0,72,325,50,"single","male",12,22.216
24000,62,190,55,"divorced","female",10,16.414
33000,69,195,53,"married","male",13,57.85
0,71,225,52,"married","male",16,52.356
53000,68,160,49,"divorced","male",18,64.709
45000,64,150,48,"married","female",13,38.249
45000,70,180,49,"single","male",14,71.804
90000,71,190,55,"married","male",16,79.94
0,67,135,55,"married","female",16,33.651
45000,70,185,55,"married","male",12,39.968
5164,64,190,55,"single","female",12,28.235
127000,73,200,50,"married","male",18,88.459
23000,70,200,52,"single","male",12,58.556
1000,66,290,55,"divorced","female",15,64.202
35730,71,480,50,"married","male",12,55.13
42000,64,125,54,"married","female",16,16.574
91000,70,205,54,"married","male",14,94.069
343830,72,220,51,"married","male",16,84.042
7000,65,145,48,"married","female",14,80.41
13000,75,160,49,"divorced","female",12,42.884
10005,72,180,48,"divorced","male",12,32.682
35000,67,165,52,"married","female",16,73.711
49000,69,225,50,"married","male",13,66.867
2500,72,260,49,"married","male",12,76.005
19000,67,175,55,"divorced","male",14,81.543
22000,62,160,49,"married","female",12,11.934
60000,69,195,53,"married","male",12,50.21
68000,66,205,53,"married","female",14,90.558
42000,70,188,50,"married","male",14,NA
25000,64,150,53,"married","female",12,39.571
120000,71,225,50,"married","male",16,58.333
100000,70,190,48,"married","male",12,9.203
8600,66,132,51,"married","female",12,13.091
2500,65,128,50,"married","female",13,28.439
0,65,120,48,"married","female",12,18.716
50000,67,195,55,"divorced","male",12,24.83
41000,62,155,52,"married","female",16,30.397
14000,70,200,53,"single","male",12,35.987
30000,64,140,52,"married","female",11,3.243
54000,74,185,52,"divorced","male",12,29.224
70000,72,225,51,"married","male",13,98.399
18900,69,145,50,"married","female",13,62.877
50000,62,115,54,"separated","female",12,35.478
115000,64,123,53,"married","female",16,38.63
135000,68,200,51,"married","male",16,75.455
65000,69,185,48,"divorced","male",12,42.818
3000,65,180,53,"married","female",18,92.726
43000,70,219,52,"married","male",16,65.344
49000,61,190,51,"separated","female",16,99.523
46000,62,150,49,"married","female",16,86.171
28000,68,250,51,"divorced","male",12,72.096
100000,69,205,53,"divorced","male",11,40.858
19110,69,230,52,"married","female",12,70.61
130500,74,200,48,"married","male",16,93.207
97500,61,NA,51,"married","female",20,74.219
52000,60,150,48,"married","female",14,71.891
10000,68,125,52,"married","female",12,30.568
54000,67,170,52,"married","female",14,74.666
30000,70,250,55,"divorced","male",14,76.751
47000,60,150,53,"married","female",18,88.401
20000,67,200,50,"married","female",16,75.897
71000,71,150,50,"married","male",16,66.774
44000,66,185,54,"married","female",19,82.981
35000,69,155,51,"married","male",12,37.594
0,73,287,50,"married","male",12,79.804
55000,64,105,51,"divorced","female",12,27.254
26000,69,212,51,"married","male",12,7.222
0,70,140,50,"divorced","male",12,98.327
42000,76,210,50,"married","male",12,42.748
65000,73,175,51,"separated","male",10,20.223
45000,76,210,48,"married","male",12,10.007
68000,62,250,53,"single","female",12,51.366
120000,71,210,52,"married","male",12,42.596
30000,68,177,51,"married","male",10,6.212
78000,65,165,51,"married","female",18,97.318
25000,60,195,52,"married","female",16,87.121
36000,62,140,50,"married","female",12,66.724
5000,63,141,49,"married","female",11,43.541
0,70,218,49,"married","male",16,3.178
120000,68,200,50,"married","male",11,34.866
0,66,170,53,"married","female",10,15.43
0,63,175,55,"married","female",12,12.767
0,72,230,54,"married","male",12,NA
40000,72,225,48,"married","male",15,73.986
18000,63,120,50,"married","female",18,86.396
80000,71,210,52,"married","female",12,15.538
44633,65,180,52,"married","female",16,90.608
0,72,225,50,"divorced","male",12,81.963
0,68,238,49,"divorced","male",11,29.62
58000,69,185,54,"married","male",13,75.03
0,68,250,53,"divorced","male",12,23.741
24198,62,146,48,"married","female",12,76.118
110240,71,283,54,"married","male",14,56.648
103000,68,185,54,"married","male",14,67.777
41500,70,215,52,"married","male",14,NA
40000,62,110,49,"married","female",20,93.856
0,72,220,50,"single","male",16,60.77
27000,65,200,51,"divorced","female",18,63.94
45000,67,220,49,"married","female",14,44.006
9500,64,145,55,"married","female",18,77.623
71600,62,150,51,"widowed","female",12,58.878
170000,67,168,48,"married","male",20,74.682
65000,65,160,51,"married","male",12,69.118
110000,71,226,50,"married","male",16,99.581
60000,70,220,52,"married","male",12,52.493
28000,62,138,55,"married","female",12,32.062
55000,72,185,52,"married","male",16,91.219
21000,72,168,54,"divorced","male",12,20.581
12000,59,100,53,"divorced","female",10,41.277
102000,70,175,50,"married","male",17,94.6
45000,61,163,49,"married","female",16,8.642
107000,63,155,55,"married","female",20,74.779
0,70,180,53,"married","male",14,47.616
0,69,220,50,"married","male",12,57.532
18720,64,141,49,"divorced","female",11,44.873
35000,72,175,47,"divorced","female",12,53.648
26000,70,256,53,"married","male",7,4.107
0,64,180,51,"married","female",12,17.893
4000,67,187,49,"separated","female",11,7.355
60000,64,NA,54,"single","female",15,24.11
0,66,220,50,"divorced","male",10,4.014
16000,61,165,48,"married","female",8,13.369
0,69,238,55,"single","male",9,5.171
22000,65,175,52,"married","male",9,7.37
0,61,127,50,"widowed","female",11,32.449
14000,63,165,49,"married","female",8,5.128
31000,66,235,51,"married","male",12,21.392
26000,64,180,48,"married","male",8,1.722
0,64,199,55,"married","male",8,0.81
11304,61,180,53,"married","female",12,13.722
23500,67,230,53,"widowed","male",4,NA
16000,61,125,50,"separated","female",7,16.569
50000,68,194,54,"married","male",10,2.64
0,64,180,50,"married","female",NA,30.421
40000,66,147,51,"married","female",14,62.384
20000,66,200,51,"divorced","female",11,50.68
56000,62,132,52,"married","female",16,81.414
0,61,165,50,"married","female",10,5.686
0,69,182,49,"married","male",10,5.464
0,62,156,52,"married","female",11,1.949
43500,72,260,53,"married","male",20,78.514
68000,69,250,53,"married","male",17,87.232
40000,68,246,53,"married","female",12,38.206
29000,60,130,50,"married","female",12,34.223
42000,65,260,48,"married","female",16,25.784
17000,62,167,52,"married","female",12,13.303
0,66,227,54,"married","male",15,11.426
30000,64,160,54,"single","male",15,57.714
60000,66,115,50,"married","female",20,63.262
72000,70,195,48,"married","male",14,47.892
16640,58,149,55,"divorced","female",4,2.09
9400,62,174,53,"separated","female",12,7.961
111000,62,170,50,"married","female",16,25.652
115000,68,170,54,"married","male",16,73.187
110000,67,180,52,"divorced","male",16,56.056
34000,63,202,49,"married","female",9,1.93
23000,62,162,50,"single","female",12,22.776
24000,69,180,48,"married","male",12,12.32
26000,65,170,52,"separated","male",12,13.404
18300,61,120,50,"widowed","female",10,34.134
27000,60,130,48,"divorced","female",12,6.748
30000,64,194,48,"married","male",12,17.63
40000,69,185,51,"married","male",16,90.519
31000,67,245,52,"married","male",10,10.747
35000,74,300,54,"divorced","male",11,10.936
0,60,228,54,"separated","female",9,8.366
0,61,150,53,"divorced","female",11,1.872
43000,71,240,54,"married","male",10,3.167
50000,66,200,50,"married","female",12,17.373
96761,71,195,51,"married","female",18,34.081
343830,71,180,49,"married","male",18,79.723
41000,70,145,49,"divorced","male",14,92.116
65000,72,240,53,"married","male",10,59.815
11000,57,170,52,"separated","female",11,52.886
0,66,150,53,"divorced","female",18,19.73
3000,65,139,50,"married","female",16,56.612
42000,71,206,49,"single","male",12,55.89
24000,70,210,54,"divorced","male",12,3.877
25000,73,227,52,"married","male",12,18.418
31000,65,NA,51,"married","female",12,13.939
55000,62,165,51,"married","female",14,76.513
34000,63,178,52,"married","female",12,46.571
58000,66,212,50,"married","female",16,82.385
51000,63,240,48,"divorced","female",16,67.494
32000,71,248,55,"married","male",12,50.562
48000,65,190,56,"married","female",13,66.725
0,67,250,50,"divorced","female",12,19.217
4000,64,125,55,"married","female",14,37.729
36000,72,215,53,"married","male",12,52.01
35000,61,200,52,"married","female",12,31.161
25000,69,180,54,"married","male",8,13.768
4940,65,160,55,"married","female",12,8.081
6000,72,220,55,"single","male",12,30.562
45000,75,232,55,"divorced","male",11,18.88
20000,66,185,56,"married","female",12,NA
17000,66,190,54,"married","female",12,27.325
20000,70,185,50,"married","male",12,73.536
6000,64,165,48,"married","female",11,8.653
48000,74,266,50,"divorced","male",9,0.643
45000,70,235,48,"married","male",14,51.839
0,66,180,56,"divorced","male",12,16.131
0,67,250,52,"married","male",12,16.944
100000,72,200,50,"married","male",14,46.116
40000,68,175,50,"divorced","male",16,71.977
49500,64,140,48,"married","male",14,8.889
78000,68,205,52,"married","male",12,14.687
62000,66,197,53,"married","female",16,62.129
23000,66,165,52,"married","female",16,30.365
27000,72,244,49,"married","male",12,16.598
20000,72,NA,50,"married","male",12,31.63
45000,73,185,55,"married","male",14,68.644
10000,65,225,52,"married","female",13,76.999
0,77,230,50,"married","male",18,84.667
0,71,155,52,"divorced","male",8,16.675
4000,64,85,52,"divorced","female",9,6.881
57000,70,230,52,"married","male",12,17.442
40000,65,190,48,"married","male",12,10.37
0,67,162,53,"married","female",12,56.208
0,68,189,49,"single","female",12,15.11
17000,61,140,54,"single","female",14,NA
0,71,220,51,"married","male",12,23.558
0,67,250,54,"divorced","female",12,4.728
0,63,258,51,"divorced","female",10,4.002
25000,65,185,53,"married","male",12,4.598
0,66,150,52,"divorced","male",12,9.809
55000,72,180,50,"separated","male",12,90.597
70000,71,200,48,"married","male",13,65.61
65000,70,280,51,"married","male",14,18.985
69000,65,230,50,"married","female",16,32.049
39000,62,230,49,"single","female",14,72.7
35000,67,210,49,"divorced","male",11,17.576
31960,64,235,48,"married","female",12,27.856
0,65,162,52,"married","female",16,86.026
10000,69,185,50,"married","female",12,49.671
0,73,243,49,"married","male",12,24.308
60000,73,210,53,"married","male",16,86.52
41000,72,190,48,"married","male",13,53.908
88000,73,195,52,"married","male",12,13.683
0,66,145,49,"married","female",12,8.253
75000,61,130,49,"married","female",14,72.322
0,66,150,54,"married","female",12,3.957
60000,64,140,52,"married","female",19,62.369
47000,59,135,52,"divorced","female",11,18.908
0,60,158,49,"married","female",12,4.517
0,66,190,52,"married","female",12,47.539
60500,67,205,49,"single","male",12,47.307
84000,71,220,54,"married","male",13,73.761
135000,65,200,49,"married","female",18,95.131
50000,63,140,54,"married","female",14,96.898
100000,70,210,55,"divorced","male",12,87.04
32565,67,135,53,"divorced","female",16,97.137
14500,66,150,51,"single","female",16,91.68
175000,62,120,49,"married","female",18,98.492
343830,72,218,49,"married","male",16,96.763
35000,76,250,55,"single","male",12,33.73
30000,61,198,49,"divorced","female",12,58.761
0,67,200,52,"married","female",14,56.854
65000,72,205,49,"married","male",12,84.767
343830,69,200,49,"married","male",18,97.983
12000,64,230,54,"married","female",12,32.795
0,63,114,52,"married","female",11,14.338
54000,72,230,51,"married","male",11,57.774
7200,66,175,49,"married","female",12,27.951
82000,72,215,55,"married","male",16,56.211
92000,68,175,51,"separated","male",17,74.671
80000,71,200,49,"married","male",18,56.887
28000,69,241,50,"single","male",20,99.157
27000,69,168,52,"single","male",9,7.718
85000,70,200,52,"divorced","male",12,NA
65000,65,150,54,"married","female",14,84.187
0,60,273,54,"single","female",3,6.566
42000,68,150,55,"divorced","female",12,27.641
92000,68,125,53,"married","female",12,42.864
27000,70,190,52,"married","male",12,18.286
0,68,160,49,"divorced","male",12,42.648
22000,64,145,54,"married","female",11,33.954
10000,66,180,53,"separated","female",12,67.886
115000,62,110,49,"divorced","female",16,69.302
0,62,120,48,"married","female",20,96.653
343830,67,165,52,"married","male",19,99.256
343830,66,136,50,"married","female",16,94.588
343830,74,210,48,"married","male",16,81.941
343830,70,170,51,"married","male",18,85.579
0,64,145,50,"single","female",16,62.044
46000,63,140,54,"divorced","female",18,98.731
0,69,190,50,"married","male",16,90.931
93000,71,170,51,"married","male",19,83.613
170000,73,230,51,"married","male",16,82.751
0,62,122,54,"married","female",16,91.836
0,65,120,52,"married","female",18,96.535
42000,67,140,48,"married","female",18,93.168
0,63,145,52,"divorced","female",12,4.106
24000,69,198,50,"married","male",14,36.386
24000,72,240,52,"single","male",14,9.607
110000,71,183,54,"married","male",18,99.37
0,68,136,53,"divorced","male",12,36.294
20000,65,165,54,"married","female",12,53.239
100000,68,175,51,"married","male",12,52.232
62000,72,230,48,"married","male",12,39.227
73000,72,270,50,"married","male",12,57.962
